Ubicacion,maquina_id,Fecha,UPC,Aceptada,Participante
Obispo/Contrueces,T34,"2021-12-13 09:11:00",8410297112041,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:11:00",8410297112041,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:12:00",5449000000996,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:12:00",5449000000996,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:12:00",8411327122016,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:12:00",8411327122016,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:12:00",5449000000996,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:12:00",5449000000996,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:12:00",8411327122016,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:12:00",8410297112041,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:13:00",8411327122016,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:13:00",5449000000996,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:13:00",8410297112041,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:13:00",5449000000996,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:13:00",5449000000996,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:13:00",8480024761071,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:13:00",8480017210708,1,2010008697063
Obispo/Contrueces,T34,"2021-12-13 09:13:00",8480017096241,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 09:35:00",8480000104892,1,2010007753197
"Cuatro Jueces",T69,"2021-12-13 09:35:00",8480000104915,1,2010007753197
"Cuatro Jueces",T69,"2021-12-13 09:36:00",8480000104892,1,2010007753197
"Cuatro Jueces",T69,"2021-12-13 09:36:00",8410793296139,1,2010007753197
"Cuatro Jueces",T69,"2021-12-13 09:36:00",8480000104915,1,2010007753197
"Posada Llanera",T56,"2021-12-13 09:52:00",8480024733955,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Posada Llanera",T56,"2021-12-13 09:52:00",8480024733955,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Posada Llanera",T56,"2021-12-13 09:52:00",8480024834348,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:52:00",8411800376950,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:53:00",8429359000004,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:53:00",8410261271101,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:53:00",5000112545326,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:53:00",8411485050107,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:53:00",5449000120984,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:53:00",8411547000903,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:53:00",8429359000004,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:53:00",8410128777739,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Posada Llanera",T56,"2021-12-13 09:54:00",8480024834348,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:54:00",5449000033819,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:54:00",8429359000004,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:54:00",8431707113786,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:54:00",8411547000903,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:54:00",8410261644035,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:54:00",8410261644035,1,2010007708371
"Posada Llanera",T56,"2021-12-13 09:54:00",8480024733955,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 09:51:00",8425561010039,1,2010008002102
Argentina,T19,"2021-12-13 09:51:00",8410297012105,1,2010008002102
Argentina,T19,"2021-12-13 09:51:00",8410297012105,1,2010008002102
Argentina,T19,"2021-12-13 09:51:00",8410297012105,1,2010008002102
Argentina,T19,"2021-12-13 09:51:00",5449000000996,1,2010008002102
Argentina,T19,"2021-12-13 09:51:00",5449000000996,1,2010008002102
Ojeda,T15,"2021-12-13 09:57:00",8410297111150,1,2010007125185
Ojeda,T15,"2021-12-13 09:57:00",8410297111150,1,2010007125185
Ojeda,T15,"2021-12-13 09:57:00",8410055050011,1,2010007125185
"Posada Llanera",T56,"2021-12-13 09:59:00",8480024760838,1,2010007629454
Argentina,T19,"2021-12-13 09:59:00",8425561010107,1,2010101025619
Argentina,T19,"2021-12-13 09:59:00",8425561010107,1,2010101025619
Argentina,T19,"2021-12-13 09:59:00",8425561010022,1,2010101025619
Argentina,T19,"2021-12-13 09:59:00",8425561010022,1,2010101025619
Argentina,T19,"2021-12-13 09:59:00",8425561010039,1,2010101025619
Argentina,T19,"2021-12-13 09:59:00",8410297114830,1,2010101025619
Argentina,T19,"2021-12-13 09:59:00",5449000120960,1,2010101025619
Argentina,T19,"2021-12-13 10:00:00",5449000120960,1,2010101025619
Argentina,T19,"2021-12-13 10:00:00",8410297114830,1,2010101025619
Argentina,T19,"2021-12-13 10:00:00",8410297114830,1,2010101025619
Argentina,T19,"2021-12-13 10:00:00",8410494300739,1,2010101025619
Argentina,T19,"2021-12-13 10:00:00",8410494300739,1,2010101025619
Argentina,T19,"2021-12-13 10:00:00",8410494300739,1,2010101025619
Argentina,T19,"2021-12-13 10:00:00",8410494300739,1,2010101025619
Argentina,T19,"2021-12-13 10:00:00",90162800,1,2010101025619
Argentina,T19,"2021-12-13 10:00:00",5449000120960,1,2010101025619
Ojeda,T15,"2021-12-13 10:00:00",8411485010101,1,2010007049061
Ojeda,T15,"2021-12-13 10:00:00",8411485010101,1,2010007049061
Ojeda,T15,"2021-12-13 10:00:00",7611612502030,1,2010007049061
Ojeda,T15,"2021-12-13 10:00:00",7611612502030,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",5449000028921,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",5449000028921,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",8411485010101,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",8411485010101,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",8412381150021,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",8412381150021,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",8412381150021,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",8412381150021,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",5449000028921,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",5449000028921,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",7611612502030,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",7611612502030,1,2010007049061
Ojeda,T15,"2021-12-13 10:01:00",8411485010101,1,2010007049061
"Cuatro Jueces",T69,"2021-12-13 10:01:00",8410297012105,1,2010008268478
"Cuatro Jueces",T69,"2021-12-13 10:01:00",8410297112041,1,2010008268478
"Cuatro Jueces",T69,"2021-12-13 10:01:00",8410297112041,1,2010008268478
"Cuatro Jueces",T69,"2021-12-13 10:01:00",8410297112041,1,2010008268478
"Cuatro Jueces",T69,"2021-12-13 10:01:00",8413402990503,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:01:00",8425561010053,1,2010008268478
"Cuatro Jueces",T69,"2021-12-13 10:01:00",8410297121050,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:01:00",8410297112041,1,2010008268478
"Cuatro Jueces",T69,"2021-12-13 10:02:00",8422174025016,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:02:00",5449000169327,1,2010008268478
"Cuatro Jueces",T69,"2021-12-13 10:02:00",5449000169327,1,2010008268478
"Cuatro Jueces",T69,"2021-12-13 10:02:00",8410055033014,1,2010008268478
Argentina,T19,"2021-12-13 10:02:00",8429359000004,1,2010000155431
Argentina,T19,"2021-12-13 10:04:00",8480024760838,1,2010000155431
Argentina,T19,"2021-12-13 10:11:00",8431876011944,1,2010008287745
Argentina,T19,"2021-12-13 10:11:00",8431876011944,1,2010008287745
Argentina,T19,"2021-12-13 10:11:00",7427116384122,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:11:00",6408432202407,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Prendes Pando",T21,"2021-12-13 10:12:00",8411327002745,1,2010007400916
"Prendes Pando",T21,"2021-12-13 10:12:00",8414100304753,1,2010007400916
"Prendes Pando",T21,"2021-12-13 10:12:00",8480012028742,1,2010007400916
"Prendes Pando",T21,"2021-12-13 10:12:00",8411327022019,1,2010007400916
"Prendes Pando",T21,"2021-12-13 10:12:00",8411327002745,1,2010007400916
"Prendes Pando",T21,"2021-12-13 10:12:00",8480012028742,1,2010007400916
"Prendes Pando",T21,"2021-12-13 10:18:00",8480000104892,1,2010005113030
"Prendes Pando",T21,"2021-12-13 10:18:00",8480000104892,1,2010005113030
"Prendes Pando",T21,"2021-12-13 10:18:00",8480000104892,1,2010005113030
Argentina,T19,"2021-12-13 10:25:00",8410569110119,1,2010000139998
Argentina,T19,"2021-12-13 10:25:00",8410569110119,1,2010000139998
Argentina,T19,"2021-12-13 10:25:00",8410569110119,1,2010000139998
Argentina,T19,"2021-12-13 10:25:00",8410297012150,1,2010000139998
"Prendes Pando",T21,"2021-12-13 10:27:00",8410297012150,1,2010006029811
"Prendes Pando",T21,"2021-12-13 10:27:00",8412598004933,1,2010006029811
"Prendes Pando",T21,"2021-12-13 10:27:00",8412598004933,1,2010006029811
"Prendes Pando",T21,"2021-12-13 10:27:00",8412598004933,1,2010006029811
"Prendes Pando",T21,"2021-12-13 10:27:00",8412598004933,1,2010006029811
Ojeda,T15,"2021-12-13 10:33:00",8410793036131,1,2010101046805
Ojeda,T15,"2021-12-13 10:33:00",8410793036131,1,2010101046805
Ojeda,T15,"2021-12-13 10:33:00",8412598004896,1,2010101046805
Ojeda,T15,"2021-12-13 10:33:00",8412598004933,1,2010101046805
Ojeda,T15,"2021-12-13 10:33:00",8412598004896,1,2010101046805
Ojeda,T15,"2021-12-13 10:33:00",8412598004933,1,2010101046805
Ojeda,T15,"2021-12-13 10:33:00",8412598004896,1,2010101046805
Ojeda,T15,"2021-12-13 10:33:00",8412598004896,1,2010101046805
Ojeda,T15,"2021-12-13 10:34:00",8412598004933,1,2010101046805
Argentina,T19,"2021-12-13 10:32:00",8411485020100,1,2010009300221
Argentina,T19,"2021-12-13 10:32:00",8412598000010,1,2010009300221
Argentina,T19,"2021-12-13 10:32:00",8412598000010,1,2010009300221
Argentina,T19,"2021-12-13 10:32:00",8412598000010,1,2010009300221
Argentina,T19,"2021-12-13 10:32:00",8412598000010,1,2010009300221
Argentina,T19,"2021-12-13 10:32:00",8412598000010,1,2010009300221
Argentina,T19,"2021-12-13 10:32:00",8412598000010,1,2010009300221
Argentina,T19,"2021-12-13 10:32:00",5449000033819,1,2010009300221
Argentina,T19,"2021-12-13 10:32:00",8412598000010,1,2010009300221
Argentina,T19,"2021-12-13 10:33:00",8412598000010,1,2010009300221
Argentina,T19,"2021-12-13 10:33:00",54491472,1,2010009300221
Argentina,T19,"2021-12-13 10:33:00",8411327122016,1,2010009300221
Argentina,T19,"2021-12-13 10:33:00",8412598000010,1,2010009300221
Argentina,T19,"2021-12-13 10:33:00",8412598000010,1,2010009300221
"Cuatro Jueces",T69,"2021-12-13 10:35:00",8480017367976,1,2010007752640
"Prendes Pando",T21,"2021-12-13 10:39:00",8480024172488,1,2010006780910
"Cuatro Jueces",T69,"2021-12-13 10:37:00",8480017818522,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:37:00",8480017005045,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:37:00",www.sigsmartchoice.com,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:38:00",8480017006080,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:38:00",8480017006912,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:38:00",8412779210108,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:38:00",8480017005045,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:38:00",8423352800142,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:38:00",8423352800142,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:39:00",8480017005045,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:39:00",8480017235633,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:39:00",8430807000354,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:39:00",8430807000354,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:39:00",8480017235633,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:39:00",8480017005045,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:39:00",8480017005045,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:39:00",8430807000354,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:39:00",8480017235633,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:40:00",8480017438911,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:40:00",8432022000720,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:40:00",8430807012425,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:40:00",8480017818522,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:40:00",8410283001106,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:40:00",8480017147134,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:40:00",8480017005045,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:40:00",8480017367976,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:40:00",8432022000720,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:40:00",8480017209566,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:40:00",8432022000720,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Cuatro Jueces",T69,"2021-12-13 10:42:00",8480017053923,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:42:00",8480017377760,1,2010007752640
"Cuatro Jueces",T69,"2021-12-13 10:42:00",8480017235633,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:43:00",8410297112041,1,2010000153208
Argentina,T19,"2021-12-13 10:43:00",84116345,1,2010000153208
Argentina,T19,"2021-12-13 10:43:00",8410569015650,1,2010000153208
Argentina,T19,"2021-12-13 10:43:00",8480024834881,1,2010000153208
Argentina,T19,"2021-12-13 10:43:00",8480024831231,1,2010000153208
Argentina,T19,"2021-12-13 10:43:00",8410569015650,1,2010000153208
Argentina,T19,"2021-12-13 10:43:00",8480024834881,1,2010000153208
Argentina,T19,"2021-12-13 10:43:00",8410569015650,1,2010000153208
Argentina,T19,"2021-12-13 10:43:00",8410569015650,1,2010000153208
Argentina,T19,"2021-12-13 10:44:00",8480024760869,1,2010000153208
"Cuatro Jueces",T69,"2021-12-13 10:48:00",7611612502023,1,2010008916805
"Cuatro Jueces",T69,"2021-12-13 10:48:00",7611612502023,1,2010008916805
"Cuatro Jueces",T69,"2021-12-13 10:48:00",7611612502023,1,2010008916805
"Cuatro Jueces",T69,"2021-12-13 10:48:00",7611612502023,1,2010008916805
Argentina,T19,"2021-12-13 10:46:00",8410055150018,1,2010008978971
Argentina,T19,"2021-12-13 10:46:00",8425561010039,1,2010008978971
Argentina,T19,"2021-12-13 10:46:00",84116345,1,2010008978971
Argentina,T19,"2021-12-13 10:46:00",8421335000398,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:47:00",8480010160888,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:47:00",8429359001001,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:47:00",8430807000125,1,2010008978971
Argentina,T19,"2021-12-13 10:47:00",5449000009067,1,2010008978971
Argentina,T19,"2021-12-13 10:47:00",2200192493668,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:47:00",8430807000125,1,2010008978971
Argentina,T19,"2021-12-13 10:48:00",8412598000010,1,2010008978971
Argentina,T19,"2021-12-13 10:48:00",8410494300753,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:48:00",8410494300753,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:48:00",8410494384104943007500753,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:48:00",8412598000010,1,2010008978971
Argentina,T19,"2021-12-13 10:48:00",8410494300043,1,2010008978971
Argentina,T19,"2021-12-13 10:48:00",8410494300043,1,2010008978971
Argentina,T19,"2021-12-13 10:48:00",8410494300043,1,2010008978971
Argentina,T19,"2021-12-13 10:48:00",8412598000010,1,2010008978971
Argentina,T19,"2021-12-13 10:48:00",5449000000996,1,2010008978971
Argentina,T19,"2021-12-13 10:48:00",8410494300043,1,2010008978971
Argentina,T19,"2021-12-13 10:49:00",5449000000996,1,2010008978971
Argentina,T19,"2021-12-13 10:49:00",8410494300753,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:49:00",8410494300043,1,2010008978971
Argentina,T19,"2021-12-13 10:49:00",8410409013396,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:49:00",8412598000010,1,2010008978971
Argentina,T19,"2021-12-13 10:49:00",8412598000010,1,2010008978971
Argentina,T19,"2021-12-13 10:49:00",8412598000010,1,2010008978971
Argentina,T19,"2021-12-13 10:50:00",8412598000010,1,2010008978971
Argentina,T19,"2021-12-13 10:50:00",8410494300043,1,2010008978971
Argentina,T19,"2021-12-13 10:50:00",8410494300043,1,2010008978971
Argentina,T19,"2021-12-13 10:50:00",8412598000010,1,2010008978971
Argentina,T19,"2021-12-13 10:50:00",5449000000996,1,2010008978971
Ojeda,T15,"2021-12-13 10:52:00",8410297112041,1,2010007585422
Ojeda,T15,"2021-12-13 10:53:00",8425561010039,1,2010007585422
Ojeda,T15,"2021-12-13 10:53:00",8425561010039,1,2010007585422
Ojeda,T15,"2021-12-13 10:53:00",8410297112041,1,2010007585422
Ojeda,T15,"2021-12-13 10:53:00",8425561010039,1,2010007585422
Ojeda,T15,"2021-12-13 10:53:00",8410297112041,1,2010007585422
Ojeda,T15,"2021-12-13 10:53:00",8410297112041,1,2010007585422
"Cuatro Jueces",T69,"2021-12-13 10:50:00",8425561010039,1,2010009730943
"Cuatro Jueces",T69,"2021-12-13 10:50:00",8425561010039,1,2010009730943
"Cuatro Jueces",T69,"2021-12-13 10:50:00",8425561010039,1,2010009730943
"Cuatro Jueces",T69,"2021-12-13 10:50:00",8410128010096,1,2010009730943
"Cuatro Jueces",T69,"2021-12-13 10:50:00",8410128010195,1,2010009730943
"Cuatro Jueces",T69,"2021-12-13 10:50:00",8411800312842,1,2010009730943
"Cuatro Jueces",T69,"2021-12-13 10:50:00",8410128010096,1,2010009730943
"Cuatro Jueces",T69,"2021-12-13 10:50:00",8410128750008,1,2010009730943
"Prendes Pando",T21,"2021-12-13 10:51:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:51:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:51:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:51:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:51:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:51:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:51:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:51:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:51:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:52:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:52:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:52:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:52:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:52:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:52:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:52:00",8410261273402,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Prendes Pando",T21,"2021-12-13 10:52:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:52:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:52:00",8001841433806,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Prendes Pando",T21,"2021-12-13 10:53:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:53:00",84116369,1,2010005341914
"Prendes Pando",T21,"2021-12-13 10:53:00",8480024781710,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:51:00",84141003331428414100333142,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:51:00",8410494300043,1,2010008978971
Argentina,T19,"2021-12-13 10:51:00",8410494300043,1,2010008978971
Argentina,T19,"2021-12-13 10:51:00",8410494300043,1,2010008978971
Argentina,T19,"2021-12-13 10:51:00",8410409013396,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:51:00",8410409013396,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:51:00",8412598000010,1,2010008978971
Argentina,T19,"2021-12-13 10:52:00",8410494300753,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:59:00",3560071405366,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 10:59:00",3560071405366,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 11:00:00",3560071405335,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 11:00:00",5600798961016,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 11:00:00",3560071405366,0,008d774b-1527-467b-8be9-e2a23a6ac097
Argentina,T19,"2021-12-13 11:00:00",3560071405366,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Lugo Llanero",T60,"2021-12-13 11:15:00",8410283018005,1,2010008354416
"Lugo Llanero",T60,"2021-12-13 11:15:00",8410283018005,1,2010008354416
"Lugo Llanero",T60,"2021-12-13 11:15:00",8410283018005,1,2010008354416
"Lugo Llanero",T60,"2021-12-13 11:15:00",8480024002617,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Lugo Llanero",T60,"2021-12-13 11:15:00",8410297012105,1,2010008354416
"Lugo Llanero",T60,"2021-12-13 11:15:00",8410283018005,1,2010008354416
"Lugo Llanero",T60,"2021-12-13 11:15:00",8480024002617,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Lugo Llanero",T60,"2021-12-13 11:16:00",8480024002617,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Lugo Llanero",T60,"2021-12-13 11:16:00",1121688,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Lugo Llanero",T60,"2021-12-13 11:16:00",8410297012105,1,2010008354416
"Lugo Llanero",T60,"2021-12-13 11:16:00",8410297012105,1,2010008354416
"Lugo Llanero",T60,"2021-12-13 11:16:00",8410283008006,1,2010008354416
"Lugo Llanero",T60,"2021-12-13 11:16:00",8410283008006,1,2010008354416
"Lugo Llanero",T60,"2021-12-13 11:16:00",8410283008006,1,2010008354416
"Lugo Llanero",T60,"2021-12-13 11:17:00",8410436360814,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Lugo Llanero",T60,"2021-12-13 11:17:00",8410297012105,1,2010008354416
"Lugo Llanero",T60,"2021-12-13 11:17:00",8710522632819,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Prendes Pando",T21,"2021-12-13 11:21:00",8412779300106,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:21:00",8412779300106,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:21:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8410055050011,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:22:00",8412779300106,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:23:00",8412779300106,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:23:00",8412779300106,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:23:00",8412779300106,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:23:00",8412779300106,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:23:00",8412779300106,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:23:00",8412779300106,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",8412779300106,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",8412779300106,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",84116352,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",84116352,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",84116352,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",84116352,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",84116352,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:24:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:25:00",84116352,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:25:00",8410055050011,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:25:00",84116352,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:25:00",8411327122016,1,2010008665482
"Prendes Pando",T21,"2021-12-13 11:25:00",84116352,1,2010008665482
