Ubicacion,maquina_id,Fecha,UPC,Aceptada,Participante
"Cuatro Jueces",T69,"2021-12-17 10:32:00",8410297112362,1,2010008916805
"Cuatro Jueces",T69,"2021-12-17 10:32:00",8410297112362,1,2010008916805
"Cuatro Jueces",T69,"2021-12-17 10:32:00",8411485010101,1,2010008916805
"Cuatro Jueces",T69,"2021-12-17 10:33:00",8411485020100,1,2010008916805
"Av Castilla",T75,"2021-12-17 10:32:00",5449000223555,1,2010009306544
"Av Castilla",T75,"2021-12-17 10:32:00",5449000223555,1,2010009306544
"Av Castilla",T75,"2021-12-17 10:32:00",5449000223555,1,2010009306544
"Av Castilla",T75,"2021-12-17 10:32:00",8414044002302,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Av Castilla",T75,"2021-12-17 10:32:00",5449000223555,1,2010009306544
"Av Castilla",T75,"2021-12-17 10:32:00",8480000040404,1,2010009306544
"Av Castilla",T75,"2021-12-17 10:32:00",8410494300753,0,008d774b-1527-467b-8be9-e2a23a6ac097
"Av Castilla",T75,"2021-12-17 10:32:00",8410494300753,0,008d774b-1527-467b-8be9-e2a23a6ac097
